Título;Endereço;Taxa;Área;Quartos;Banheiros;Suítes;Vagas;Preço
Apartamento com 3 Quartos à Venda, 75m²; | Ribeira, Natal - RN;;75;3;1;1;2;R$ 265.000
Apartamento com 2 Quartos à Venda, 58m²;Rua Radialista Monteiro Neto - Lagoa Nova, Natal - RN;;58;2;2;2;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 75m²; | Ribeira, Natal - RN;;75;3;1;1;2;R$ 285.000
Apartamento com 3 Quartos à Venda, 75m²; | Ribeira, Natal - RN;;75;3;1;1;2;R$ 285.000
Apartamento com 3 Quartos à Venda, 75m²; | Ribeira, Natal - RN;;75;3;1;1;2;R$ 285.000
Apartamento com 3 Quartos à Venda, 75m²; | Ribeira, Natal - RN;;75;3;1;1;2;R$ 285.000
Apartamento com 2 Quartos à Venda, 47m²;Avenida Almirante Alexandrino de Alencar, 908 - Lagoa Seca, Natal - RN;;47;2;1;1;1;R$ 175.000
Apartamento com 4 Quartos à Venda, 238m²;Rua Doutor Nizário Gurgel, 65 - Tirol, Natal - RN;R$ 1.400;238;4;5;5;3;R$ 1.200.000
Apartamento com 2 Quartos à Venda, 122m²; | Petrópolis, Natal - RN;R$ 740;122;2;2;2;1;R$ 360.000
Apartamento com 4 Quartos à Venda, 238m²;Rua Doutor Nizário Gurgel, 65 - Tirol, Natal - RN;R$ 1.400;238;4;5;5;3;R$ 1.200.000
Apartamento com 2 Quartos à Venda, 122m²; | Petrópolis, Natal - RN;R$ 740;122;2;2;2;1;R$ 360.000
Apartamento com 2 Quartos à Venda, 69m²; | Cidade da Esperança, Natal - RN;R$ 300;69;2;2;2;2;R$ 270.000
Apartamento com 2 Quartos à Venda, 59m²; | Ponta Negra, Natal - RN;R$ 270;59;2;2;2;1;R$ 265.000
Apartamento com 4 Quartos à Venda, 424m²; | Areia Preta, Natal - RN;R$ 3.400;424;4;5;5;3;R$ 2.700.000
Apartamento com 2 Quartos à Venda, 55m²; | Cidade Satelite, Natal - RN;R$ 280;55;2;1;1;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 80m²; | Lagoa Nova, Natal - RN;R$ 450;80;3;1;1;1;R$ 248.000
Apartamento com 4 Quartos à Venda, 186m²;Avenida Rui Barbosa - Tirol, Natal - RN;R$ 1.000;186;4;5;5;3;R$ 1.050.000
Apartamento com 3 Quartos à Venda, 108m²;Rua Desembargador Adauto Maia, 1060 - Lagoa Nova, Natal - RN;R$ 750;108;3;1;1;2;R$ 500.000
Apartamento com 2 Quartos à Venda, 55m²;Rua São Expedito - Pajuçara, Natal - RN;;55;2;1;1;1;R$ 110.000
Apartamento com 3 Quartos à Venda, 154m²;Rua Desembargador Régulo Tinoco, 1016 - Barro Vermelho, Natal - RN;R$ 860;154;3;--;--;2;R$ 400.000
Apartamento com 2 Quartos à Venda, 85m²; | Lagoa Nova, Natal - RN;R$ 365;85;2;2;2;1;R$ 245.000
Apartamento com 2 Quartos à Venda, 54m²; | Ponta Negra, Natal - RN;R$ 490;54;2;1;1;1;R$ 210.000
Apartamento com 2 Quartos à Venda, 54m²; | Cidade da Esperança, Natal - RN;;54;2;1;1;1;R$ 285.870
Apartamento com 2 Quartos à Venda, 55m²; | PARNAMIRIM, Natal - RN;;55;2;1;1;1;R$ 120.000
Apartamento com 2 Quartos à Venda, 53m²; | Planalto, Natal - RN;;53;2;2;2;1;R$ 125.000
Apartamento com 4 Quartos à Venda, 480m²;Avenida Nilo Peçanha - Petrópolis, Natal - RN;;480;4;6;6;5;R$ 5.126.000
Apartamento com 2 Quartos à Venda, 75m²; | Morro Branco, Natal - RN;R$ 300;75;2;2;2;1;R$ 280.000
Apartamento com 3 Quartos à Venda, 90m²; | Lagoa Nova, Natal - RN;R$ 480;90;3;1;1;2;R$ 320.000
Apartamento com 3 Quartos à Venda, 119m²; | Lagoa Nova, Natal - RN;R$ 650;119;3;3;3;2;R$ 650.000
Apartamento com 3 Quartos à Venda, 124m²; | Tirol, Natal - RN;;124;3;5;5;2;R$ 550.000
Apartamento com 3 Quartos à Venda, 190m²; | Candelária, Natal - RN;R$ 860;190;3;1;1;2;R$ 690.000
Apartamento com 2 Quartos à Venda, 59m²; | Candelária, Natal - RN;;59;2;2;2;1;R$ 300.000
Apartamento com 2 Quartos à Venda, 49m²;Avenida dos Caiapós - Pitimbu, Natal - RN;;49;2;1;1;1;R$ 218.402
Apartamento com 2 Quartos à Venda, 58m²; | Capim Macio, Natal - RN;R$ 500;58;2;1;1;1;R$ 230.000
Apartamento com 4 Quartos à Venda, 222m²;Rua Açu - Tirol, Natal - RN;R$ 1.000;222;4;6;6;4;R$ 1.350.000
Apartamento com 3 Quartos à Venda, 70m²; | Lagoa Nova, Natal - RN;;70;3;1;1;2;R$ 299.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Eletricista Elias Ferreira - Candelária, Natal - RN;;75;3;2;2;2;R$ 299.000
Apartamento com 3 Quartos à Venda, 99m²; | Capim Macio, Natal - RN;R$ 770;99;3;1;1;2;R$ 450.000
Apartamento com 2 Quartos à Venda, 57m²;Rua Romualdo Galvão, 4095 - Lagoa Nova, Natal - RN;R$ 400;57;2;2;2;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 89m²;Avenida dos Caiapós - Pitimbu, Natal - RN;;89;3;2;2;2;R$ 380.000
Apartamento com 3 Quartos à Venda, 177m²;Rua Capitão Abdon Nunes, 859 - Tirol, Natal - RN;R$ 957;177;3;4;4;2;R$ 520.000
Apartamento com 3 Quartos à Venda, 110m²; | Tirol, Natal - RN;R$ 210;110;3;1;1;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 140m²; | Lagoa Nova, Natal - RN;;140;3;1;1;2;R$ 780.000
Apartamento com 3 Quartos à Venda, 99m²;Rua Ismael Pereira da Silva - Capim Macio, Natal - RN;;99;3;2;2;2;R$ 512.000
Apartamento com 2 Quartos à Venda, 85m²; | Barro Vermelho, Natal - RN;R$ 550;85;2;2;2;2;R$ 300.000
Apartamento com 2 Quartos à Venda, 89m²;Avenida dos Caiapós - Pitimbu, Natal - RN;;89;2;2;2;1;R$ 350.000
Apartamento com 4 Quartos à Venda, 245m²;Avenida Xavier da Silveira - Tirol, Natal - RN;R$ 1.500;245;4;6;6;3;R$ 1.150.000
Apartamento com 3 Quartos à Venda, 125m²;Largo Interventor Ubaldo Bezerra., 1913 - Candelária, Natal - RN;R$ 680;125;3;2;2;2;R$ 650.000
Apartamento com 3 Quartos à Venda, 86m²;Rua Ismael Pereira da Silva, 1401 - Capim Macio, Natal - RN;R$ 530;86;3;2;2;1;R$ 220.000
Apartamento com 2 Quartos à Venda, 106m²; | Candelária, Natal - RN;R$ 530;106;2;2;2;1;R$ 260.000
Apartamento com 4 Quartos à Venda, 150m²; | Candelária, Natal - RN;R$ 750;150;4;3;3;3;R$ 750.000
Apartamento com 4 Quartos à Venda, 503m²;Rua Doutor Manoel Dantas, 516 - Petrópolis, Natal - RN;;503;4;6;6;4;R$ 2.499.000
Apartamento com 4 Quartos à Venda, 275m²;Alameda das Margaridas, 1275 - Tirol, Natal - RN;R$ 1.500;275;4;3;3;5;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 140m²;Rua Doutor Rômulo Jorge - Lagoa Nova, Natal - RN;;140;3;1;1;2;R$ 954.540
Apartamento com 3 Quartos à Venda, 92m²;Rua Professora Gipse Montenegro, 245 - Capim Macio, Natal - RN;;92;3;3;3;2;R$ 499.000
Apartamento com 3 Quartos à Venda, 83m²;Avenida Capitão-Mor Gouveia, 2488 - Lagoa Nova, Natal - RN;R$ 280;83;3;1;1;2;R$ 325.000
Apartamento com 2 Quartos à Venda, 55m²; | Ponta Negra, Natal - RN;R$ 700;55;2;1;1;--;R$ 130.000
Apartamento com 3 Quartos à Venda, 120m²;Rua Jaguarari, 1203 - Barro Vermelho, Natal - RN;R$ 705;120;3;--;--;3;R$ 450.000
Apartamento com 3 Quartos à Venda, 68m²; | Nova Descoberta, Natal - RN;;68;3;1;1;--;R$ 115.000
Apartamento com 3 Quartos à Venda, 290m²;Avenida Presidente Getúlio Vargas - Petrópolis, Natal - RN;R$ 1.200;290;3;5;5;3;R$ 850.000
Apartamento com 2 Quartos à Venda, 65m²; | Petrópolis, Natal - RN;R$ 600;65;2;2;2;1;R$ 220.000
Apartamento com 2 Quartos à Venda, 95m²;Rua Governador Juvenal Lamartine - Tirol, Natal - RN;R$ 510;95;2;3;3;2;R$ 400.000
Apartamento com 2 Quartos à Venda, 64m²; | Capim Macio, Natal - RN;R$ 330;64;2;2;2;1;R$ 280.000
Apartamento com 3 Quartos à Venda, 70m²;Rua Themístocles Duarte, 3003 - Nova Descoberta, Natal - RN;;70;3;1;1;2;R$ 110.000
Apartamento com 4 Quartos à Venda, 480m²;Avenida Presidente Getúlio Vargas - Petrópolis, Natal - RN;;480;4;5;5;5;R$ 4.500.000
Apartamento com Quarto à Venda, 40m²; | Ponta Negra, Natal - RN;;40;1;1;1;1;R$ 200.000
Apartamento com 2 Quartos à Venda, 56m²; | Pitimbu, Natal - RN;R$ 250;56;2;1;1;1;R$ 110.000
Apartamento com 3 Quartos à Venda, 136m²; | Lagoa Nova, Natal - RN;;136;3;1;1;1;R$ 350.000
Apartamento com 3 Quartos à Venda, 130m²; | Lagoa Nova, Natal - RN;;130;3;4;4;3;R$ 830.000
Apartamento com 3 Quartos à Venda, 110m²; | Ponta Negra, Natal - RN;R$ 750;110;3;3;3;2;R$ 500.000
Apartamento com 4 Quartos à Venda, 360m²;Rua Miguel Barra - Tirol, Natal - RN;;360;4;6;6;4;R$ 1.275.000
Apartamento com 4 Quartos à Venda, 225m²;Rua Sachet, 282 - Ribeira, Natal - RN;;225;4;4;4;3;R$ 900.000
Apartamento com 4 Quartos à Venda, 280m²;Rua Pinto Martins - Areia Preta, Natal - RN;;280;4;6;6;4;R$ 1.700.000
Apartamento com 2 Quartos à Venda, 45m²; | Pajuçara, Natal - RN;;45;2;1;1;1;R$ 127.956
Apartamento com 3 Quartos à Venda, 72m²;Rua Lúcia Viveiros - Neópolis, Natal - RN;;72;3;2;2;1;R$ 350.000
Apartamento com 3 Quartos à Venda, 236m²;Rua Pinto Martins, 310 - Areia Preta, Natal - RN;;236;3;1;1;4;R$ 1.750.000
Apartamento com 3 Quartos à Venda, 120m²;Rua Doutor Paulo Pinto de Abreu, 454 - Lagoa Nova, Natal - RN;;120;3;4;4;2;R$ 700.000
Apartamento com 3 Quartos à Venda, 75m²; | Tirol, Natal - RN;R$ 750;75;3;1;1;1;R$ 199.000
Apartamento com 3 Quartos à Venda, 98m²; | Tirol, Natal - RN;;98;3;1;1;2;R$ 575.839
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 140;54;2;1;1;1;R$ 140.000
Apartamento com 2 Quartos à Venda, 56m²; | Ponta Negra, Natal - RN;;56;2;1;1;1;R$ 175.000
Apartamento com 3 Quartos à Venda, 80m²;Rua Desembargador Felipe Guerra - Barro Vermelho, Natal - RN;;80;3;2;2;2;R$ 280.000
Apartamento com 3 Quartos à Venda, 98m²; | Ponta Negra, Natal - RN;;98;3;2;2;2;R$ 350.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Doutor Manoel Augusto Bezerra de Araújo - Ponta Negra, Natal - RN;;55;2;2;2;1;R$ 230.000
Apartamento com 3 Quartos à Venda, 117m²;Rua Alberto Silva - Lagoa Seca, Natal - RN;;117;3;3;3;2;R$ 300.000
Apartamento com 3 Quartos à Venda, 136m²;Rua Vereadora Maria Queiroz, 92 - Lagoa Nova, Natal - RN;R$ 720;136;3;1;1;3;R$ 740.000
Apartamento com 4 Quartos à Venda, 1252m²;Rua Américo Soares Wanderley - Capim Macio, Natal - RN;R$ 700;1252;4;4;4;2;R$ 690.000
Apartamento com 3 Quartos à Venda, 180m²; | Tirol, Natal - RN;;180;3;1;1;--;R$ 430.000
Apartamento com 3 Quartos à Venda, 177m²;Rua Capitão Abdon Nunes, 859 - Tirol, Natal - RN;R$ 957;177;3;2;2;2;R$ 520.000
Apartamento com 4 Quartos à Venda, 160m²; | Lagoa Nova, Natal - RN;R$ 350;160;4;2;2;3;R$ 900.000
Apartamento com 3 Quartos à Venda, 80m²;Rua Desembargador Felipe Guerra - Barro Vermelho, Natal - RN;;80;3;3;3;2;R$ 250.000
Apartamento com 3 Quartos à Venda, 110m²; | Lagoa Nova, Natal - RN;R$ 850;110;3;1;1;2;R$ 550.000
Apartamento com 3 Quartos à Venda, 78m²; | Candelária, Natal - RN;R$ 500;78;3;2;2;1;R$ 225.000
Apartamento com 3 Quartos à Venda, 137m²;Rua Doutor Múcio Galvão - Barro Vermelho, Natal - RN;;137;3;3;3;2;R$ 650.000
Apartamento com 3 Quartos à Venda, 102m²; | Ponta Negra, Natal - RN;R$ 550;102;3;3;3;2;R$ 570.000
Apartamento com 3 Quartos à Venda, 89m²;Avenida dos Caiapós - Pitimbu, Natal - RN;;89;3;3;3;2;R$ 380.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Escritor Eulício Farias Lacerda, 00 - Ponta Negra, Natal - RN;;55;2;1;1;1;R$ 90.000
Apartamento com 3 Quartos à Venda, 68m²; | Ponta Negra, Natal - RN;R$ 417;68;3;2;2;2;R$ 290.000
Apartamento com 4 Quartos à Venda, 120m²;Rua Walter Fernandes, 1853 - Capim Macio, Natal - RN;;120;4;1;1;2;R$ 645.000
Apartamento com 2 Quartos à Venda, 57m²;Rua Ministro Mirabeau da Cunha Melo, 1914 - Candelária, Natal - RN;R$ 450;57;2;1;1;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 91m²;Avenida Bernardo Vieira - Alecrim, Natal - RN;R$ 500;91;3;2;2;2;R$ 370.000
Apartamento com 3 Quartos à Venda, 82m²;Rua Cícero Pinto - Lagoa Nova, Natal - RN;R$ 360;82;3;2;2;2;R$ 190.000
Apartamento com 3 Quartos à Venda, 113m²;Rua Antônio Severiano da Câmara - Lagoa Nova, Natal - RN;;113;3;4;4;2;R$ 460.000
Apartamento com 3 Quartos à Venda, 100m²; | Tirol, Natal - RN;R$ 530;100;3;3;3;2;R$ 285.000
Apartamento com 2 Quartos à Venda, 60m²;Avenida Governador Sílvio Pedroza - Areia Preta, Natal - RN;;60;2;2;2;1;R$ 370.000
Apartamento com 4 Quartos à Venda, 280m²;Rua Pinto Martins - Areia Preta, Natal - RN;;280;4;6;6;4;R$ 1.750.000
Apartamento com 2 Quartos à Venda, 58m²;Rua Missionário Gunnar Vingren, 1932 - Capim Macio, Natal - RN;R$ 450;58;2;1;1;1;R$ 190.000
Apartamento com 3 Quartos à Venda, 200m²; | Tirol, Natal - RN;R$ 1.200;200;3;1;1;2;R$ 420.000
Apartamento com 3 Quartos à Venda, 131m²; | Candelária, Natal - RN;R$ 600;131;3;1;1;2;R$ 650.000
Apartamento com 3 Quartos à Venda, 98m²;Rua Anísio de Souza, 2556 - Lagoa Nova, Natal - RN;R$ 470;98;3;1;1;2;R$ 450.000
Apartamento com 2 Quartos à Venda, 59m²; | Ponta Negra, Natal - RN;R$ 363;59;2;1;1;1;R$ 275.000
Apartamento com 4 Quartos à Venda, 236m²;Rua Pinto Martins, 310 - Areia Preta, Natal - RN;;236;4;1;1;4;R$ 1.750.000
Apartamento com 2 Quartos à Venda, 53m²; | Planalto, Natal - RN;R$ 220;53;2;2;2;1;R$ 99.000
Apartamento com 4 Quartos à Venda, 282m²;Avenida Governador Silvio Pedroza - Areia Preta, Natal - RN;;282;4;4;4;4;R$ 2.200.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;R$ 160;54;2;1;1;1;R$ 130.000
Apartamento com 4 Quartos à Venda, 290m²; | Candelária, Natal - RN;R$ 1.800;290;4;1;1;4;R$ 795.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Joaquim Eduardo de Farias, 20 - Ponta Negra, Natal - RN;R$ 240;55;2;2;2;1;R$ 190.000
Apartamento com 3 Quartos à Venda, 144m²; | Cidade Alta, Natal - RN;R$ 650;144;3;3;3;2;R$ 540.000
Apartamento com Quarto à Venda, 35m²; | Pitimbu, Natal - RN;;35;1;1;1;1;R$ 130.000
Apartamento com 3 Quartos à Venda, 101m²; | Lagoa Nova, Natal - RN;;101;3;2;2;2;R$ 164.900
Apartamento com 4 Quartos à Venda; | Candelária, Natal - RN;;--;4;--;--;3;R$ 870.000
Apartamento com 3 Quartos à Venda, 217m²;Rua Maria Auxiliadora - Tirol, Natal - RN;R$ 1.700;217;3;5;5;2;R$ 850.000
Apartamento com 4 Quartos à Venda/Aluguel 210m²;Rua General Oliveira Galvão, 1120 - Tirol, Natal - RN;R$ 1.400;210;4;4;4;3;R$ 615.000
Apartamento com Quarto à Venda, 34m²; | Ponta Negra, Natal - RN;R$ 350;34;1;1;1;1;R$ 208.000
Apartamento com 3 Quartos à Venda, 141m²; | Capim Macio, Natal - RN;;141;3;1;1;2;R$ 867.000
Apartamento com 2 Quartos à Venda, 57m²; | Ponta Negra, Natal - RN;R$ 350;57;2;1;1;1;R$ 250.000
Apartamento com 2 Quartos à Venda, 54m²;Rua Edson Teixeira da Silva, 270 - Ponta Negra, Natal - RN;;54;2;1;1;1;R$ 189.900
Apartamento com 3 Quartos à Venda, 79m²; | Lagoa Nova, Natal - RN;R$ 462;79;3;1;1;2;R$ 525.000
Apartamento com 3 Quartos à Venda, 136m²;Rua Coronel Costa Pinheiro - Tirol, Natal - RN;;136;3;2;2;2;R$ 490.000
Apartamento com 3 Quartos à Venda, 111m²; | Lagoa Nova, Natal - RN;;111;3;1;1;2;R$ 710.000
Apartamento com 3 Quartos à Venda, 93m²;Rua Epitácio Andrade, 1350 - Barro Vermelho, Natal - RN;R$ 610;93;3;1;1;2;R$ 330.000
Apartamento com 3 Quartos à Venda, 105m²;Rua Antônio Elías de França Neto, 2 - Lagoa Nova, Natal - RN;;105;3;2;2;2;R$ 460.000
Apartamento com 3 Quartos à Venda, 120m²; | Tirol, Natal - RN;R$ 650;120;3;5;5;2;R$ 619.000
Apartamento com 3 Quartos à Venda, 230m²; | Lagoa Nova, Natal - RN;R$ 1.500;230;3;1;1;3;R$ 1.100.000
Apartamento com 2 Quartos à Venda, 49m²;Rua Caiapó, 0 - Pitimbu, Natal - RN;;49;2;1;1;1;R$ 185.000
Apartamento com 3 Quartos à Venda, 119m²; | Lagoa Nova, Natal - RN;R$ 753;119;3;1;1;2;R$ 600.000
Apartamento com 3 Quartos à Venda, 300m²; | Tirol, Natal - RN;;300;3;1;1;4;R$ 900.000
Apartamento com 4 Quartos à Venda, 360m²; | Tirol, Natal - RN;;360;4;1;1;3;R$ 1.700.000
Apartamento com 4 Quartos à Venda, 450m²; | Petrópolis, Natal - RN;;450;4;6;6;3;R$ 5.000.000
Apartamento com 3 Quartos à Venda, 205m²;Rua Mandacaru, 2218 - Lagoa Nova, Natal - RN;R$ 1.600;205;3;5;5;3;R$ 1.000.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Alberto Maranhão - Tirol, Natal - RN;;75;3;2;2;1;R$ 240.000
Apartamento com 3 Quartos à Venda, 141m²;Avenida Hermes da Fonseca, 00 - Tirol, Natal - RN;;141;3;4;4;2;R$ 589.000
Apartamento com 3 Quartos à Venda, 172m²;Avenida Bernardo Vieira - Tirol, Natal - RN;;172;3;5;5;3;R$ 700.000
Apartamento com 3 Quartos à Venda, 67m²; | Ponta Negra, Natal - RN;;67;3;2;2;1;R$ 310.000
Apartamento com 3 Quartos à Venda, 118m²;Rua Doutor Manoel Dantas, 479 - Petrópolis, Natal - RN;R$ 900;118;3;4;4;2;R$ 550.000
Apartamento com 3 Quartos à Venda, 93m²;Rua Barão do Curumataú, 2224 - Lagoa Nova, Natal - RN;R$ 1.100;93;3;3;3;2;R$ 380.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Irmã Rosali Guimarães Wanderley, 3557 - Candelária, Natal - RN;;56;2;2;2;1;R$ 240.000
Apartamento com 3 Quartos à Venda, 110m²; | Tirol, Natal - RN;R$ 850;110;3;1;1;2;R$ 440.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 54m²; | Bom Pastor, Natal - RN;;54;2;1;1;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida dos Xavantes - Cidade Satelite, Natal - RN;R$ 350;55;2;1;1;1;R$ 85.000
Apartamento com 4 Quartos à Venda, 178m²;Rua Mipibu - Tirol, Natal - RN;R$ 1.100;178;4;4;4;2;R$ 700.000
Apartamento com 2 Quartos à Venda, 56m²; | Capim Macio, Natal - RN;;56;2;1;1;--;R$ 320.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Joaquim Eduardo de Farias - Ponta Negra, Natal - RN;;56;2;2;2;1;R$ 145.000.000
Apartamento com 3 Quartos à Venda, 82m²;Rua Ministro Miguel Seabra Fagundes, 647 - Pitimbu, Natal - RN;;82;3;2;2;2;R$ 300.000
Apartamento com 4 Quartos à Venda, 208m²; | Petrópolis, Natal - RN;R$ 1.750;208;4;1;1;3;R$ 850.000
Apartamento com 4 Quartos à Venda, 196m²;Rua Ismael Pereira da Silva, 03 - Capim Macio, Natal - RN;;196;4;5;5;3;R$ 1.350.000
Apartamento com 3 Quartos à Venda, 81m²;Rua Morais Navarro - Lagoa Nova, Natal - RN;;81;3;2;2;1;R$ 460.000
Apartamento com 3 Quartos à Venda, 72m²;Rua Lúcia Viveiros, 649 - Neópolis, Natal - RN;;72;3;2;2;1;R$ 350.000
Apartamento com 2 Quartos à Venda, 58m²;Rua Paracati - Planalto, Natal - RN;;58;2;2;2;2;R$ 120.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Ferro Cardoso, sn - Ribeira, Natal - RN;;55;2;2;2;1;R$ 210.000
Apartamento com 5 Quartos à Venda, 410m²;Rua Dom José Tomaz - Tirol, Natal - RN;;410;5;5;5;4;R$ 2.000.000
Apartamento com 4 Quartos à Venda; | Tirol, Natal - RN;;--;4;--;--;3;R$ 750.000
Apartamento com 4 Quartos à Venda, 280m²; | Ponta Negra, Natal - RN;R$ 1.550;280;4;4;4;3;R$ 940.000
Apartamento com 3 Quartos à Venda, 235m²;Rua Doutor Ewerton Dantas Cortez - Tirol, Natal - RN;;235;3;4;4;3;R$ 750.000
Apartamento com 2 Quartos à Venda, 55m²; | Cidade da Esperança, Natal - RN;R$ 369;55;2;2;2;1;R$ 172.000
Apartamento com 3 Quartos à Venda, 170m²; | Areia Preta, Natal - RN;R$ 1.000;170;3;1;1;3;R$ 750.000
Apartamento com 3 Quartos à Venda, 98m²; | Lagoa Nova, Natal - RN;R$ 525;98;3;3;3;1;R$ 270.000
Apartamento com 3 Quartos à Venda, 123m²; | Candelária, Natal - RN;R$ 400;123;3;4;4;2;R$ 470.000
Apartamento com 4 Quartos à Venda, 243m²;Rua dos Tororós - Lagoa Nova, Natal - RN;;243;4;4;4;3;R$ 1.150.000
Apartamento com 3 Quartos à Venda; | Tirol, Natal - RN;;--;3;2;2;1;R$ 480.000
Apartamento com 3 Quartos à Venda, 62m²;Rua Desembargador Virgílio Dantas - Barro Vermelho, Natal - RN;;62;3;2;2;1;R$ 280.000
Apartamento com 3 Quartos à Venda, 99m²; | Capim Macio, Natal - RN;R$ 770;99;3;1;1;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 84m²;Rua Joaquim Eduardo de Farias, 211 - Neópolis, Natal - RN;;84;3;2;2;2;R$ 320.000
Apartamento com 3 Quartos à Venda, 96m²; | Capim Macio, Natal - RN;;96;3;1;1;2;R$ 400.000
Apartamento com 3 Quartos à Venda, 98m²;Avenida Almirante Alexandrino de Alencar - Tirol, Natal - RN;;98;3;2;2;2;R$ 545.000
Apartamento com 4 Quartos à Venda, 171m²;Avenida Capitão-Mor Gouveia, 2488 - Lagoa Nova, Natal - RN;R$ 500;171;4;1;1;4;R$ 458.000
Apartamento com 2 Quartos à Venda, 59m²;Rua Doutor Múcio Villar Ribeiro Dantas - Ponta Negra, Natal - RN;R$ 360;59;2;2;2;1;R$ 276.999
Apartamento com 2 Quartos à Venda, 69m²;Avenida Capitão-Mor Gouveia, 2488 - Cidade da Esperança, Natal - RN;;69;2;2;2;1;R$ 235.000
Apartamento com 3 Quartos à Venda, 188m²;Rua Antônio Severiano da Câmara - Lagoa Nova, Natal - RN;;188;3;4;4;3;R$ 670.000
Apartamento com 3 Quartos à Venda, 80m²;Rua Professora Dirce Coutinho, 1923 - Capim Macio, Natal - RN;R$ 600;80;3;2;2;2;R$ 340.000
Apartamento com 3 Quartos à Venda, 113m²; | Lagoa Nova, Natal - RN;;113;3;4;4;2;R$ 550.000
Apartamento com 3 Quartos à Venda, 210m²; | Petrópolis, Natal - RN;;210;3;1;1;3;R$ 1.200.000
Apartamento com 3 Quartos à Venda, 180m²;Rua Mipibu - Tirol, Natal - RN;;180;3;3;3;2;R$ 875.000
Apartamento com 3 Quartos à Venda, 82m²;Rua Barão de Lucena, 62 - Pitimbu, Natal - RN;R$ 330;82;3;2;2;2;R$ 330.000
Apartamento com 3 Quartos à Venda, 152m²; | Tirol, Natal - RN;R$ 980;152;3;1;1;3;R$ 950.000
Apartamento com 2 Quartos à Venda, 75m²; | PARNAMIRIM, Natal - RN;R$ 300;75;2;2;2;2;R$ 180.000
Apartamento com 3 Quartos à Venda, 136m²; | Tirol, Natal - RN;R$ 800;136;3;1;1;2;R$ 380.000
Apartamento com 3 Quartos à Venda, 175m²; | Candelária, Natal - RN;R$ 1.000;175;3;5;5;3;R$ 799.900
Apartamento com 3 Quartos à Venda, 56m²; | Nova Descoberta, Natal - RN;;56;3;2;2;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 98m²; | Alecrim, Natal - RN;R$ 515;98;3;3;3;--;R$ 220.000
Apartamento com 3 Quartos à Venda, 123m²; | Lagoa Nova, Natal - RN;;123;3;4;4;2;R$ 550.000
Apartamento com 4 Quartos à Venda, 206m²;Rua General Oliveira Galvão, 1120 - Tirol, Natal - RN;R$ 1.400;206;4;1;1;3;R$ 665.000
Apartamento com 3 Quartos à Venda, 68m²; | Nova Descoberta, Natal - RN;R$ 294;68;3;1;1;--;R$ 115.000
Apartamento com 4 Quartos à Venda, 300m²; | Tirol, Natal - RN;R$ 2.000;300;4;1;1;4;R$ 900.000
Apartamento com 3 Quartos à Venda, 117m²; | Neópolis, Natal - RN;;117;3;1;1;2;R$ 519.990
Apartamento com 3 Quartos à Venda, 112m²;Rua Desembargador Hemetério Fernandes - Tirol, Natal - RN;;112;3;3;3;2;R$ 630.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida Engenheiro Roberto Freire, 4382 - Ponta Negra, Natal - RN;R$ 408;55;2;2;2;1;R$ 470.000
